,age,entId,eventContent,eventEndDate,eventEndTime,eventNm,eventStartDate,eventTime,fee,hoseInstitution,latitude,longitude,managementDept,note,phoneNum,place,rateInfo,roadNameAddress
293,아동,420646,독서의 달 행사로 역사수업과 체험활동을 병행,2020-09-13,11:30,역사의 물결 2 : 6·25 그날의 기억,2020-09-13,10:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,1회,052-241-7430,농소1동도서관 3층 다목적실,무료,울산광역시 북구 동대 15길 27
294,아동,420645,표지와 캐릭터를 활용한 에코백 꾸미기,2020-09-19,16:00,함께 읽는 북구의 책「선량한 차별주의자」로 에코백 꾸미기,2020-09-12,14:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매주 일,052-241-7430,농소1동도서관 3층 다목적실,무료,울산광역시 북구 동대 15길 27
295,성인,420644,흙의 부드러운 결을 느끼며 도자기 소품 만들기,2020-09-16,12:00,흙의 결 : 도자기 공방,2020-09-09,10:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매주 수,052-241-7430,농소1동도서관 3층 다목적실,무료,울산광역시 북구 동대 15길 27
296,성인,420643,꽃그림 천아트,2020-08-28,11:30,여름학기 교육문화프로그램,2020-08-21,10:00,"재료비15,000원",농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매주 금,052-241-7430,농소1동도서관 3층 다목적실,유료,울산광역시 북구 동대 15길 27
297,성인,420642,독서치료,2020-08-27,12:00,여름학기 교육문화프로그램,2020-08-20,10:00,,농소1동도서관,35.6291975793,129.3545195813,농소1동도서관,매주 목,052-241-7430,농소1동도서관 3층 다목적실,무료,울산광역시 북구 동대 15길 27
298,누구나,420641,북스타트 책날개 꾸러미 배부,2019-09-29,18:00,독서의 달 행사,2020-09-01,09:00,,기적의도서관,35.6621630642,129.3365153722,기적의도서관,매일,052-241-7420,기적의도서관 자료실,무료,울산광역시 북구 이화5길 29-13
299,누구나,420640,우리 지역 바로 알기 퀴즈,2020-09-20,18:00,독서의 달 행사,2020-09-01,09:00,,기적의도서관,35.6621630642,129.3365153722,기적의도서관,추첨 : 9. 23.(수),052-241-7420,기적의도서관 자료실,무료,울산광역시 북구 이화5길 29-13
300,누구나,420639,[이파리로 그릴까] 원화 액자 전시,2020-08-19,18:00,원화아트프린트 액자 전시,2020-08-01,09:00,,기적의도서관,35.6621630642,129.3365153722,기적의도서관,매일,052-241-7420,기적의도서관 자료실,무료,울산광역시 북구 이화5길 29-13
301,성인,420638,업사이클링 양말목공예,2020-09-29,12:00,독서의 달 행사,2020-09-29,10:00,"재료비5,000원",기적의도서관,35.6621630642,129.3365153722,기적의도서관,1회,052-241-7420,기적의도서관 다목적실,유료,울산광역시 북구 이화5길 29-13
302,초등 1~3학년,420637,[선량한 차별주의자] 책표지 그리기,2020-09-18,17:30,독서의 달 행사,2020-09-18,16:00,,기적의도서관,35.6621630642,129.3365153722,기적의도서관,1회,052-241-7420,기적의도서관 다목적실,무료,울산광역시 북구 이화5길 29-13
303,초등 3~6학년,420636,[나를 쫓는 천 개의 눈] 유설화 작가와의 만남,2020-09-13,15:30,독서의 달 행사,2020-09-13,14:00,,기적의도서관,35.6621630642,129.3365153722,기적의도서관,1회,052-241-7420,기적의도서관 다목적실,무료,울산광역시 북구 이화5길 29-13
304,6세~7세,420635,"몸 튼튼 마음 튼튼, 어린이 요가",2020-09-09,16:40,독서의 달 행사,2020-09-09,16:00,,기적의도서관,35.6621630642,129.3365153722,기적의도서관,1회,052-241-7420,기적의도서관 다목적실,무료,울산광역시 북구 이화5길 29-13
305,초등 3~6학년,420634,원리 한자,2020-09-26,15:30,여름학기 교육문화프로그램,2020-09-05,14:40,"교재비10,000원",기적의도서관,35.6621630642,129.3365153722,기적의도서관,매주 토,052-241-7420,기적의도서관 다목적실,유료,울산광역시 북구 이화5길 29-13
306,초등 3~6학년,420633,한국사 보물찾기,2020-09-26,14:20,여름학기 교육문화프로그램,2020-09-05,13:30,"교재비10,000원",기적의도서관,35.6621630642,129.3365153722,기적의도서관,매주 토,052-241-7420,기적의도서관 다목적실,유료,울산광역시 북구 이화5길 29-13
307,초등 1~3학년,420632,WeDo와 함께 하는 로봇코딩,2020-09-26,11:00,여름학기 교육문화프로그램,2020-09-05,09:30,"재료비50,000원",기적의도서관,35.6621630642,129.3365153722,기적의도서관,매주 토,052-241-7420,기적의도서관 다목적실,유료,울산광역시 북구 이화5길 29-13
308,초등 1~3학년,420631,미술과 그림한마당,2020-09-22,17:50,여름학기 교육문화프로그램,2020-09-01,17:00,"재료비7,000원",기적의도서관,35.6621630642,129.3365153722,기적의도서관,매주 화,052-241-7420,기적의도서관 다목적실,유료,울산광역시 북구 이화5길 29-13
309,성인,420630,엄마아빠가 읽어주는 영어그림책,2020-09-22,11:30,여름학기 교육문화프로그램,2020-09-01,10:00,,기적의도서관,35.6621630642,129.3365153722,기적의도서관,매주 화,052-241-7420,기적의도서관 다목적실,무료,울산광역시 북구 이화5길 29-13
310,,420629,"어린이연극, 마임, 가요 등",2020-12-31,16:00,찾아가는 행복드림 문화음악회,2020-05-16,14:30,,울산광역시 중구,35.54829658,129.300894,울산광역시 중구,,052-290-3664,공룡발자국공원(토)태화강국가정원(일),무료,
311,,420628,"어린이연극, 마임, 가요 등",2020-12-31,16:00,찾아가는 행복드림 문화음악회,2020-05-16,14:30,,울산광역시 중구,35.5627508,129.3059002,울산광역시 중구,,052-290-3664,공룡발자국공원(토)태화강국가정원(일),무료,
