,eventNm,opar,eventCo,eventStartDate,eventEndDate,eventStartTime,eventEndTime,chrgeInfo,mnnst,auspcInstt,phoneNumber,suprtInstt,seatNumber,admfee,entncAge,dscntInfo,atpn,homepageUrl,advantkInfo,prkplceYn,rdnmadr,lnmadr,latitude,longitude,referenceDate,insttCode
4520,에스메의 여름,이천아트홀 소공연장,아동극,2017-05-20,2017-05-20,11:00,12:20,유료,경기도 이천시청,경기도 이천시청,031-644-2100,,451,R석20000원+S석10000원,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://www.artic.or.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4521,피아니스트 백건우 리사이틀,이천아트홀 대공연장,클래식,2017-06-16,2017-06-16,19:30,21:00,유료,경기도 이천시청,경기도 이천시청,031-644-2100,,1200,R석66000원+S석55000원+A석44000원,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://www.artic.or.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4522,변강쇠 점 찍고 옹녀,이천아트홀 대공연장,창극,2017-06-24,2017-06-24,16:00,18:00,유료,경기도 이천시청,경기도 이천시청,031-644-2100,,1200,R석50000원+S석40000원+A석30000원+B10000원,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://www.artic.or.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4523,6월 문화가 있는 날 _ 레이디스 앙상블,이천아트홀 소공연장,합창,2017-06-28,2017-06-28,19:30,20:30,무료,경기도 이천시청,경기도 이천시청,031-644-2100,,451,무료,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://art.icheon.go.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4524,국립오페라단 <신데렐라>,이천아트홀 대공연장,오페라,2017-07-22,2017-07-22,19:00,21:15,유료,경기도 이천시청,경기도 이천시청,031-644-2100,,1200,R석20000원+S석10000원,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://art.icheon.go.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4525,7월 문화가 있는 날 _이천 청소년 오케스트라,이천아트홀 소공연장,합창,2017-07-26,2017-07-26,19:30,20:30,무료,경기도 이천시청,경기도 이천시청,031-644-2100,,451,무료,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://art.icheon.go.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4526,10cm x 자이언티 콘서트,이천아트홀 대공연장,콘서트,2017-08-19,2017-08-19,19:00,21:00,유료,경기도 이천시청,경기도 이천시청,031-644-2100,,1200,R석77000원+S석66000원+A석55000원+B55000원,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://art.icheon.go.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4527,2017열린무대_샘소슬아트컴퍼니,이천아트홀 소공연장,전통무용,2017-08-23,2017-08-23,19:30,20:40,유료,경기도 이천시청,경기도 이천시청,031-644-2100,,451,전석5000원,초등학생이상,홈페이지 참조,,http://art.icheon.go.kr,http://art.icheon.go.kr,Y,경기도 이천시 부악로 40,,37.27212363,127.4350343,2021-01-28,4070000
4528,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4529,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4530,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4531,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4532,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4533,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4534,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4535,토요명품공연,우면당,2017 토요명품공연,2017-01-07,2017-12-30,15:00,16:20,유료,국립국악원,국립국악원,02-580-3300,,375,A석:20000원 B석:10000원,취학아동이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4536,소장품전 ‘운주사’ 개최,천불천탑사진문화관,전시회,2019-02-19,2019-04-06,15:00,17:00,무료,천불천탑사진문화관,화순군,061-379-3955,,,,,,휴관일자 확인,http://art.hwasun.go.kr,, ,전라남도 화순군 도암면 천태로 91-20,,34.91804462,126.8776526,2020-07-10,4900000
4537,유명사진가 김녕만 초대전 개최,천불천탑사진문화관,전시회,2019-04-10,2019-08-25,10:00,21:00,무료,천불천탑사진문화관,화순군,061-379-3955,,,,,,휴관일자 확인,http://art.hwasun.go.kr,, ,전라남도 화순군 도암면 천태로 91-20,,34.91804462,126.8776526,2020-07-10,4900000
4538,‘도암사람들’ 사진전 개최,천불천탑사진문화관,전시회,2019-05-11,2019-06-28,10:00,17:00,무료,천불천탑사진문화관,화순군,061-379-3955,,,,,,휴관일자 확인,http://art.hwasun.go.kr,, ,전라남도 화순군 도암면 천태로 91-20,,34.91804462,126.8776526,2020-07-10,4900000
4539,‘호남사진 아카데미 사진전’ 개최,천불천탑사진문화관,전시회,2019-06-29,2019-08-09,10:00,18:00,무료,천불천탑사진문화관,화순군,061-379-3955,,,,,,휴관일자 확인,http://art.hwasun.go.kr,, ,전라남도 화순군 도암면 천태로 91-20,,34.91804462,126.8776526,2020-07-10,4900000
4540,‘화순이야기-고인돌’ 사진전 개최,천불천탑사진문화관,전시회,2019-08-27,2019-12-31,10:00,18:00,무료,천불천탑사진문화관,화순군,061-379-3955,,,,,,휴관일자 확인,http://art.hwasun.go.kr,, ,전라남도 화순군 도암면 천태로 91-20,,34.91804462,126.8776526,2020-07-10,4900000
4541,‘청소년사진교실 사진전’ 개최,천불천탑사진문화관,전시회,2019-10-16,2019-11-03,9:00,17:00,무료,천불천탑사진문화관,화순군,061-379-3955,,,,,,휴관일자 확인,http://art.hwasun.go.kr,, ,전라남도 화순군 도암면 천태로 91-20,,34.91804462,126.8776526,2020-07-10,4900000
4542,토요국악동화-the rocket(로케트를 만들다),풍류사랑방,토요국악동화,2017-03-04,2017-05-27,14:00,14:50,유료,국립국악원,국립국악원,02-580-3300,,140,A석:20000원,12개월이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4543,토요국악동화-평강공주와 온달바보,풍류사랑방,토요국악동화,2017-03-04,2017-05-27,14:00,14:50,유료,국립국악원,국립국악원,02-580-3300,,140,A석:20000원,12개월이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4544,토요국악동화-푸니와 햄버거,풍류사랑방,토요국악동화,2017-03-04,2017-05-27,14:00,14:50,유료,국립국악원,국립국악원,02-580-3300,,140,A석:20000원,12개월이상,,,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.0098178,2020-08-26,1371034
4545,2020 문화가 있는 날 영도051콘서트 - 헤븐싱어 초청콘서트,영도문화예술회관 대공연장,공연,2020-10-29,2020-10-29,19:30,21:00,무료,영도구청,영도문화예술회관,051-419-5571,,428,무료,8세이상,없음,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4546,2020 이브닝 영도 아트페스타 2 아미르의 밤,아미르 공원,공연,2020-10-31,2020-10-31,17:00,19:00,무료,영도구청,"영도문화원,㈜리멘",051-419-4065,,,무료,제한없음,없음,,http://www.yeongdo.go.kr,http://www.yeongdo.go.kr, ,부산광역시 영도구 태종로423,부산광역시 영도구 청학동 48-3,35.091214,129.067914,2020-12-14,3280000
4547,어울림 상설Series17 SAC on Screen 백건우 피아노 리사이틀,영도문화예술회관 소공연장,영상공연,2020-11-04,2020-11-04,19:30,21:10,무료,영도구청,영도문화예술회관,051-419-5571,,154,무료,제한없음,없음,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4548,연극 ''누가 내머리에 똥쌌어'',영도문화예술회관 대공연장,연극,2020-11-06,2020-11-06,10:30,11:30,유료,영도구청,영도문화예술회관,051-419-5571,,428,일반1만원,제한없음,단체 5천원,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4549,절영아리랑 ''가을 아치섬에 물들다'',영도문화예술회관 대공연장,공연,2020-11-10,2020-11-10,19:30,21:00,유료,영도구청,영도문화예술회관,051-419-5571,,428,일반1만원,8세이상,정기7천원,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4550,어울림 상설Series18 수요상설공연-이야기가 있는 콘서트 뮤지컬,영도문화예술회관 소공연장,공연,2020-11-11,2020-11-11,19:30,21:00,유료,영도구청,영도문화예술회관,051-419-5571,,154,일반1만원,8세이상,정기5천원,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4551,모던판소리 도시유람,영도문화예술회관 대공연장,공연,2020-11-13,2020-11-13,19:30,21:00,유료,영도구청,영도문화예술회관,051-419-5571,,428,일반1만원,8세이상,정기7천원,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4552,어울림 상설Series20 SAC on Screen ''웃는 남자'',영도문화예술회관 소공연장,영상공연,2020-12-02,2020-12-02,19:30,22:00,무료,영도구청,영도문화예술회관,051-419-5571,,154,무료,8세이상,없음,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4553,수고했어요 수험생 이벤트,영도도서관,"수능대박대출, 수험생 추천도서 목록 배부 등",2020-12-03,2021-02-28,9:00,18:00,무료,영도구청,영도도서관,051-419-4836,없음,,무료,제한없음,없음,,http://www.yeongdo.go.kr/library.web,,Y,부산광역시 영도구 절영로71,부산광역시 영도구 남항동2가 236-4,35.08855631,129.0390522,2020-12-14,3280000
4554,영도문화예술회관 송연음악회 세계적인 바리톤 고성현과 노래하는 친구들,영도문화예술회관 대공연장,공연,2020-12-04,2020-12-04,19:30,21:00,유료,영도구청,영도문화예술회관,051-419-5571,,428,일반2만원,8세이상,"정기1만5천원, VIP 1만원",,http://www.yeongdo.go.kr/culture.web,, ,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4555,2020 문화가 있는 날 영도051콘서트 - 수능생맞춤공연 뮤지컬''복순이할배''(예정),영도문화예술회관 대공연장,공연,2020-12-08,2020-12-08,19:30,21:00,무료,영도구청,영도문화예술회관,051-419-5571,,428,무료,8세이상,없음,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2020-12-14,3280000
4556,부산국제연극제,영화의 전당 / 온라인,"초청 공연, 축하 공연, 베리어 프리 공연, 10분 연극제, 야외공연 등",2021-06-11,2021-06-20,18:30,17:00,유료,(사)부산국제연극제조직위원회,부산광역시,051-802-8003,부산시,,유료/무료,전연령,,,http://www.bipaf.org,http://www.bipaf.org,Y,부산광역시 부산진구 신천대로165번길 6(범천동),,35.15642171,129.0503658,2021-03-25,6260000
4557,부산국제무용제,해운대해변 특설무대,국내외 무용인초청공연및안무자경연대회,2021-06-04,2021-06-07,19:00,19:00,유료,(사)부산국제무용조직위원회,부산광역시,051-868-7881,부산시,,유료/무료,전연령,,,http://www.bidf.kr,http://www.bidf.kr,Y,부산광역시 해운대구 해운대해변로 197,,35.15880321,129.1528350,2021-03-25,6260000
4558,부산마루국제음악제,부산문화회관 등,국내외음악가초청공연 등,2021-08-27,2021-09-30,17:00,21:30,무료,(사)부산마루국제음악제조직위원회,부산광역시,051-516-8293,부산시,,무료,전연령,,,http://www.bmimf.co.kr,http://www.gokams.or.kr,Y,"부산광역시 해운대구 마린시티 2로 2, 609호(우동, 마린파크)",,35.15932695,129.1442416,2021-03-25,6260000
4559,부산국제합창제,부산문화회관 등,국내외합창경연대회,2021-10-21,2021-10-23,17:00,22:00,무료,(재)한국합창조직위원회,부산광역시,051-611-0534,부산시,,무료,전연령,,,http://www.busanchoral.org,http://www.busanchoral.org,Y,부산광역시 남구 유엔평화로76번길 1(대연동),,35.12718594,129.0934773,2021-03-25,6260000
4560,문화가 있는 날_컬쳐(Culture)팔레트 <키다리아저씨>,동래문화회관 원형공연장,무용,2021-05-01,2021-05-01,11:00,12:00,무료,"한국문화예술회관연합회, 동래문화회관",문화체육관광부,051-550-6611,,310,무료,전연령,,,https://www.dongnae.go.kr/culture/index.dongnae,동래문화회관 홈페이지,Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4561,문화가 있는 날_컬쳐(Culture)팔레트 <판타스틱 카툰>,동래문화회관 원형공연장,연극,2021-05-29,2021-05-29,11:00,12:00,무료,"한국문화예술회관연합회, 동래문화회관",문화체육관광부,051-550-6611,,310,무료,전연령,,,https://www.dongnae.go.kr/culture/index.dongnae,동래문화회관 홈페이지,Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4562,문화가 있는 날_컬쳐(Culture)팔레트 <다함께 국악 속으로>,동래문화회관 대극장,국악,2021-07-02,2021-07-02,19:30,20:30,무료,"한국문화예술회관연합회, 동래문화회관",문화체육관광부,051-550-6611,,511,무료,전연령,,,https://www.dongnae.go.kr/culture/index.dongnae,동래문화회관 홈페이지,Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4563,문화가 있는 날_컬쳐(Culture)팔레트 <다이나믹 코리아>,동래문화회관 대극장,스트릿댄스,2021-07-29,2021-07-29,19:30,20:30,무료,"한국문화예술회관연합회, 동래문화회관",문화체육관광부,051-550-6611,,511,무료,13세이상,,,https://www.dongnae.go.kr/culture/index.dongnae,동래문화회관 홈페이지,Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4564,"국공립우수프로그램 스텝업(정철인<0g>, 임샛별<안녕하신가요>)",동래문화회관 대극장,무용,2021-08-01,2021-08-01,15:00,16:40,유료,"동래문화회관, 국립현대무용단",한국문화예술회관연합회,051-550-6611,"문화체육관광부, 한국문화예술무용회",511,10000,13세이상,동래문화회관 회원 등,,https://www.dongnae.go.kr/culture/index.dongnae,"동래문화회관 홈페이지, 문화N티켓, 인터파크티켓",Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4565,문화가 있는 날_컬쳐(Culture)팔레트 <TrioWorks 콘서트>,동래문화회관 대극장,음악,2021-08-26,2021-08-26,19:30,21:00,유료,"한국문화예술회관연합회, 동래문화회관",문화체육관광부,051-550-6611,,511,10000,13세이상,동래문화회관 회원 등,,https://www.dongnae.go.kr/culture/index.dongnae,"동래문화회관 홈페이지, 문화N티켓, 인터파크티켓",Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4566,가족극페스티벌 <가족오페라 신데렐라>,동래문화회관 대극장,오페라,2021-09-28,2021-09-28,19:30,20:30,유료,"한국문화예술회관연합회, 동래문화회관, 극단 맥","한국문화예술회관연합회, 동래문화회관, 극단 맥",051-550-6611,"문화체육관광부, 한국문화예술위원회",511,20000,전연령,"동래문화회관 회원, 단체 등",,https://www.dongnae.go.kr/culture/index.dongnae,동래문화회관 홈페이지,Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4567,가족극페스티벌 <꾸러기만세>,동래문화회관 소극장,인형극,2021-09-29,2021-09-29,11:00,12:00,유료,"한국문화예술회관연합회, 동래문화회관, 극단 맥","한국문화예술회관연합회, 동래문화회관, 극단 맥",051-550-6611,"문화체육관광부, 한국문화예술위원회",200,20000,전연령,"동래문화회관 회원, 단체 등",,https://www.dongnae.go.kr/culture/index.dongnae,동래문화회관 홈페이지,Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4568,문화가 있는 날_컬쳐(Culture)팔레트 <희망과 극복을 위한 금관 나팔의 울림~>,동래문화회관 대극장,음악,2021-09-29,2021-09-29,19:30,20:30,무료,"한국문화예술회관연합회, 동래문화회관",문화체육관광부,051-550-6611,,511,무료,전연령,,,https://www.dongnae.go.kr/culture/index.dongnae,동래문화회관 홈페이지,Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4569,가족극페스티벌 <양초대소동>,동래문화회관 대극장,연극,2021-09-30,2021-09-30,11:00,12:00,유료,"한국문화예술회관연합회, 동래문화회관, 극단 맥","한국문화예술회관연합회, 동래문화회관, 극단 맥",051-550-6611,"문화체육관광부, 한국문화예술위원회",511,20000,전연령,"동래문화회관 회원, 단체 등",,https://www.dongnae.go.kr/culture/index.dongnae,"동래문화회관 홈페이지, 전화예매(공연단체)",Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4570,가족극페스티벌 <양초대소동>,동래문화회관 대극장,연극,2021-09-30,2021-09-30,19:30,20:30,유료,"한국문화예술회관연합회, 동래문화회관, 극단 맥","한국문화예술회관연합회, 동래문화회관, 극단 맥",051-550-6611,"문화체육관광부, 한국문화예술위원회",511,20000,전연령,"동래문화회관 회원, 단체 등",,https://www.dongnae.go.kr/culture/index.dongnae,"동래문화회관 홈페이지, 전화예매(공연단체)",Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4571,가족극페스티벌 <꾸러기만세>,동래문화회관 소극장,인형극,2021-10-01,2021-10-01,11:00,12:00,유료,"한국문화예술회관연합회, 동래문화회관, 극단 맥","한국문화예술회관연합회, 동래문화회관, 극단 맥",051-550-6611,"문화체육관광부, 한국문화예술위원회",200,20000,전연령,"동래문화회관 회원, 단체 등",,https://www.dongnae.go.kr/culture/index.dongnae,"동래문화회관 홈페이지, 전화예매(공연단체)",Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4572,가족극페스티벌 <동물의 사육제>,동래문화회관 소극장,복합,2021-10-02,2021-10-02,10:00,11:00,유료,"한국문화예술회관연합회, 동래문화회관, 극단 맥","한국문화예술회관연합회, 동래문화회관, 극단 맥",051-550-6611,"문화체육관광부, 한국문화예술위원회",200,20000,전연령,"동래문화회관 회원, 단체 등",,https://www.dongnae.go.kr/culture/index.dongnae,"동래문화회관 홈페이지, 전화예매(공연단체)",Y,부산광역시 동래구 문화로 80 (명륜동),부산광역시 동래구 명륜동 137,35.21195193,129.0905499,2021-03-10,3300000
4573,트로트뮤지컬 개장수,청송문화예술회관 대공연장,공연,2019-10-28,2019-10-28,19:30,21:00,무료,종합시설관리사업소,청송군,054-870-6564,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4574,문화가있는날 무료영화상영(나쁜녀석들),청송문화예술회관 대공연장,공연,2019-10-29,2019-10-29,19:30,21:00,무료,종합시설관리사업소,청송군,054-870-6564,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4575,제7회한국미술협회청송경산교류전,청송문화예술회관 소공연장,전시회,2019-10-30,2019-11-03,9:00,18:00,무료,청송군,한국미술협회 청송지부,054-870-6067,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4576,제24회 청송문화제,청송읍 용전천 일원,행사,2019-10-30,2019-10-30,9:00,20:00,무료,청송군,청송문화원,054-870-6067,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 강변로 101,경상북도 청송군 청송읍 월막리 484-1,36.4326623,129.0559298,2021-03-29,5160000
4577,제15회 청송사과축제,청송읍 용전천 일원,행사,2019-10-30,2019-11-03,9:00,20:00,무료,청송군,청송군축제추진위원회,054-870-6237,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 강변로 101,경상북도 청송군 청송읍 월막리 484-1,36.4326623,129.0559298,2021-03-29,5160000
4578,내가그린사과그림체험행사,청송읍 용전천 일원,행사,2019-10-30,2019-11-03,9:00,20:01,무료,청송군,한국미술협회 청송지부,054-870-6067,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 강변로 101,경상북도 청송군 청송읍 월막리 484-1,36.4326623,129.0559298,2021-03-29,5160000
4579,2019 청송사과축제 백일장,청송읍 용전천 일원,행사,2019-11-02,2019-11-02,9:00,20:02,무료,청송군,한국문인협회 청송지부,054-870-6067,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 강변로 101,경상북도 청송군 청송읍 월막리 484-1,36.4326623,129.0559298,2021-03-29,5160000
4580,세계일보 음악 콩쿠르,금나래아트홀,클래식연주,2019-05-22,2019-05-22,9:00,18:00,무료,세계일보,세계일보,02-089-8240,,,,,,,http://www.geumcheon.go.kr,, ,서울특별시 금천구 시흥대로73길 70,,37.45706511,126.8960352,2021-03-18,3170000
4581,MBC 가요베스트공연,청송읍 용전천 일원,공연,2019-10-31,2019-10-31,19:00,22:00,무료,안동MBC,청송군,054-870-6062,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 강변로 101,경상북도 청송군 청송읍 월막리 484-1,36.4326623,129.0559298,2021-03-29,5160000
4582,11월 명품아카데미,청송문화예술회관 대공연장,강연,2019-11-19,2019-11-19,14:00,16:00,무료,청송군,청송군,054-870-6049,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4583,문화가있는날 무료영화상영(장사리),청송문화예술회관 대공연장,공연,2019-11-19,2019-11-19,19:30,21:00,무료,종합시설관리사업소,청송군,054-870-6564,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4584,법용종근스님 '희망나눔 달마 선묵화 전',군립청송야송미술관,전시회,2019-11-15,2019-11-23,9:00,18:00,무료,"청송군,법용종근",청송군,054-870-6536,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 진보면 경동로 5162,경상북도 청송군 진보면 신촌리 46-3,36.5058554,129.1192008,2021-03-29,5160000
4585,제2회 청송예술제,청송문화예술회관 대공연장,"공연,전시회",2019-11-22,2019-11-24,9:00,18:00,무료,청송군,청송예술총연합회,054-870-6067,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4586,전유성과 함께하는 클래식 얌모 얌모,청송문화예술회관 대공연장,공연,2019-11-26,2019-11-26,19:30,21:00,무료,청송군,청송군,054-870-6564,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4587,국립오페라단 사랑의묘약,청송문화예술회관 대공연장,공연,2019-11-29,2019-11-29,19:30,21:00,무료,청송군,국립오페라단,054-870-6564,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
4588,2019 청송문화예술인 송년의밤,청송문화예술회관 대공연장,"공연,전시회",2019-12-09,2019-12-12,9:00,18:00,무료,청송군,청송문화원,054-870-6067,청송군,,무료,제한없음,무료,없음,http://www.cs.go.kr,없음,Y,경상북도 청송군 청송읍 금월로244-30,경상북도 청송군 청송읍 금곡리 813,36.4299376,129.0589382,2021-03-29,5160000
