addr,clCd,clCdNm,drTotCnt,estbDd,gdrCnt,hospUrl,intnCnt,postNo,resdntCnt,sdrCnt,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
울산광역시 울주군 범서읍 천상중앙길 96-1 (범서읍),93,한의원,1,20090429,1,,0,44928,0,0,260100,울산울주군,260000,울산,052-211-1075,129.2258976,35.5626773,락선재한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNTEjJDEjJDIjJDgz
"울산광역시 동구 방어진순환도로 749 2층 (전하동, 관동빌딩)",93,한의원,1,19890414,1,,0,44047,0,0,260002,울산동구,260000,울산,052-234-7422,129.4299801,35.5085951,만월한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz
울산광역시 동구 화진길 35 (방어동),93,한의원,1,20110607,1,,0,44088,0,0,260002,울산동구,260000,울산,052-236-2326,129.4211624,35.4895719,맑은맥한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz
울산광역시 남구 대학로 134 삼흥메디어스 2층 (무거동),93,한의원,1,20030715,1,http://blog.naver.com/imh3347,0,44611,0,0,260001,울산남구,260000,울산,052-247-5336,129.2618564,35.5463827,맑은숲예인한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz
울산광역시 북구 매곡1로 15 3층 (매곡동),93,한의원,1,20100722,1,,0,44220,0,0,260004,울산북구,260000,울산,052-294-7510,129.3538047,35.6428478,매곡경희한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz
울산광역시 동구 대학길 59 (화정동),93,한의원,1,20010707,1,,0,44070,0,0,260002,울산동구,260000,울산,052-201-8275,129.4211842,35.4989322,맥한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 중구 화합로 407 1층 (반구동),93,한의원,1,19990102,1,,0,44510,0,0,260003,울산중구,260000,울산,293-2288,129.3380902,35.5614844,명 한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 중구 중앙길 21 (우정동),93,한의원,1,20101027,1,,0,44533,0,0,260003,울산중구,260000,울산,052-243-4509,129.3153153,35.5538238,명인광보한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz
울산광역시 남구 두왕로190번길 18 2층 (선암동),93,한의원,1,20130522,1,,0,44773,0,0,260001,울산남구,260000,울산,052-261-0540,129.3135600,35.5191425,명인당한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz
울산광역시 울주군 온양읍 보곡2길 24 1층,93,한의원,1,20180417,1,,0,44977,0,0,260100,울산울주군,260000,울산,052-238-1020,129.2899075,35.4102871,명인한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 중구 명륜로 75 (우정동),93,한의원,1,20011004,1,,0,44461,0,0,260003,울산중구,260000,울산,052-243-0333,129.3119058,35.5582382,명제한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz
울산광역시 남구 대학로 161 2층 (무거동),93,한의원,1,19960822,1,,0,44602,0,0,260001,울산남구,260000,울산,052-249-8485,129.2626708,35.5490851,명제한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz
울산광역시 남구 수암로 241 (야음동),93,한의원,1,19961220,1,,0,44761,0,0,260001,울산남구,260000,울산,052-261-7502,129.3321370,35.5242420,명지한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz
"울산광역시 북구 화봉로 73 201호 (화봉동, 새한빌딩)",93,한의원,1,20091207,1,,0,44241,0,0,260004,울산북구,260000,울산,052-287-7154,129.3670413,35.5886541,몸맑은한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz
"울산광역시 남구 대학로 138 7층 (무거동, 신정빌딩)",93,한의원,1,20071116,1,http://www.mshani.co.kr,0,44611,0,0,260001,울산남구,260000,울산,052-223-7575,129.2621294,35.5467773,문수한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQyIyQ1IyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz
"울산광역시 남구 문수로369번길 65 3층 (신정동, 한신빌딩)",93,한의원,1,20091015,1,,0,44649,0,0,260001,울산남구,260000,울산,227-3475,129.2972923,35.5383353,미드림한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 남구 삼산중로74번길 30-1 7층 (삼산동),93,한의원,1,20150413,1,,0,44705,0,0,260001,울산남구,260000,울산,052-261-7588,129.3387618,35.5404787,미래솔한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz
"울산광역시 동구 봉수로 290 B동 102호 (전하동, e편한세상 전하상가동)",93,한의원,1,20060131,1,http://www.jahyang.net/00_main/main.php,0,44041,0,0,260002,울산동구,260000,울산,052-252-8900,129.4238721,35.5119744,미래한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz
"울산광역시 남구 삼산로 283 8층 (삼산동, 소망빌딩)",93,한의원,1,20160523,0,,0,44705,0,1,260001,울산남구,260000,울산,052-275-1075,129.3379130,35.5397056,미올한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz
울산광역시 북구 천곡길 131 (천곡동),93,한의원,1,20010510,1,,0,44202,0,0,260004,울산북구,260000,울산,052-288-8275,129.3306961,35.6388687,민들레한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz
울산광역시 동구 대학길 38 (화정동),93,한의원,1,20020510,1,,0,44074,0,0,260002,울산동구,260000,울산,052-233-7800,129.4199844,35.4984402,민제한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz
울산광역시 남구 대학로169번길 9 1층 (무거동),93,한의원,1,20110401,1,,0,44602,0,0,260001,울산남구,260000,울산,052-222-1300,129.2622965,35.5501494,민한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz
"울산광역시 북구 화봉로 60 3층 303호 (연암동, 명보연암상가)",93,한의원,1,20170315,0,,0,44242,0,1,260004,울산북구,260000,울산,052-287-7535,129.3656652,35.5879252,바로서한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz
"울산광역시 남구 번영로 174 (달동,301호)",93,한의원,1,20110110,1,,0,00000,0,0,260001,울산남구,260000,울산,052-261-3020,129.3270245,35.5408053,발머스한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz
울산광역시 북구 화봉로 67 3층 (화봉동),93,한의원,1,20040930,1,,0,44241,0,0,260004,울산북구,260000,울산,052-289-7575,129.3662490,35.5886210,밝은미소한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz
울산광역시 울주군 웅촌면 삼동로 1636 (웅촌면 대복리 349-5),93,한의원,1,20140305,1,,0,44962,0,0,260100,울산울주군,260000,울산,052-224-7588,129.2134576,35.4880789,백당한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 남구 수암로 230 5층 (야음동),93,한의원,1,19921109,1,,0,44752,0,0,260001,울산남구,260000,울산,052-260-2240,129.3308903,35.5246861,백산한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 동구 동해안로 32 (동부동),93,한의원,1,19951130,1,,0,44007,0,0,260002,울산동구,260000,울산,052-234-9690,129.4269327,35.5419136,백제한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz
울산광역시 남구 북부순환도로 11 지하1층 및2층 (무거동),93,한의원,1,19970728,1,,0,44632,0,0,260001,울산남구,260000,울산,052-247-8343,129.2649564,35.5512704,백한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ3MiQyNjEyMjIjNjEjJDEjJDgjJDgz
울산광역시 동구 월봉1가길 25 2층 (방어동),93,한의원,1,20060705,1,,0,44088,0,0,260002,울산동구,260000,울산,052-201-7575,129.4206342,35.4894677,보광한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz
울산광역시 북구 호계로 282-1 2층 (호계동),93,한의원,1,19950707,1,,0,44227,0,0,260004,울산북구,260000,울산,052-286-4485,129.3511869,35.6283875,보한당한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz
울산광역시 남구 대학로 164 (무거동),93,한의원,1,19940912,1,http://jongro.bondiol.co.kr,0,44611,0,0,260001,울산남구,260000,울산,052-224-3384,129.2636078,35.5486155,본디올종로한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNTEjJDEjJDYjJDgz
울산광역시 남구 중앙로 259 (신정동),93,한의원,1,19981112,1,,0,44671,0,0,260001,울산남구,260000,울산,052-227-0503,129.3103500,35.5439080,봄한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz
울산광역시 울주군 두동면 계명1길 41 (),93,한의원,1,20150406,1,,0,44914,0,0,260100,울산울주군,260000,울산,052-262-5557,129.1991876,35.7139315,봉계감초한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz
울산광역시 남구 번영로250번길 8 2층 (삼산동),93,한의원,1,19940402,1,http://www.bongchun.co.kr,0,44696,0,0,260001,울산남구,260000,울산,052-244-0611,129.3273173,35.5550695,봉천 한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz
울산광역시 남구 북부순환도로 16 (무거동),93,한의원,1,20010418,1,,0,44633,0,0,260001,울산남구,260000,울산,052-223-6475,129.2658231,35.5512985,사대한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 울주군 범서읍 대동길 23 문수애시앙(상가) 101호,93,한의원,1,20180110,0,,0,44931,0,1,260100,울산울주군,260000,울산,052-212-3322,129.2318647,35.5618507,사랑방한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz
"울산광역시 남구 삼산로 281 6층 (삼산동, 정앤정크리닉빌딩북측)",93,한의원,1,20020315,1,,0,44705,0,0,260001,울산남구,260000,울산,052-274-7575,129.3376525,35.5396876,삼산한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 남구 삼산로301번길 16 2층 (삼산동),93,한의원,1,20020605,1,,0,44713,0,0,260001,울산남구,260000,울산,052-275-0124,129.3403431,35.5419051,삼선방한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz
"울산광역시 남구 중앙로 254 6층 (신정동, 상운빌딩)",93,한의원,1,20160226,1,,0,44683,0,0,260001,울산남구,260000,울산,052-245-4001,129.3110400,35.5435015,삼성한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz
울산광역시 울주군 온양읍 남창1길 45 (온양읍),93,한의원,1,20120503,0,,0,44974,0,1,260100,울산울주군,260000,울산,052-238-9987,129.2810752,35.4173783,상용한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz
울산광역시 북구 호계로 292 1층 (호계동),93,한의원,1,20000218,1,,0,44227,0,0,260004,울산북구,260000,울산,052-286-1075,129.3512801,35.6292198,새날한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz
울산광역시 남구 장검1길 21-50 (무거동),93,한의원,1,20050704,0,,0,44603,0,1,260001,울산남구,260000,울산,052-247-1075,129.2576250,35.5524667,새봄한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz
울산광역시 중구 종가4길 21 2층 (유곡동),93,한의원,1,20200421,1,http://suhyun.pe.kr/,0,44539,0,0,260003,울산중구,260000,울산,052-248-1075,129.2941282,35.5601231,새서울한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz
울산광역시 동구 방어진순환도로 707 (일산동),93,한의원,1,20060926,1,,0,44052,0,0,260002,울산동구,260000,울산,052-252-7788,129.4292963,35.5048343,생기나라한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDYjJDgz
울산광역시 울주군 언양읍 읍성로 38 1층,93,한의원,1,20200603,1,,0,44942,0,0,260100,울산울주군,260000,울산,052-264-5557,129.1179818,35.5671030,서울산한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz
울산광역시 동구 방어진순환도로 799 (전하동),93,한의원,1,19830818,1,,0,44034,0,0,260002,울산동구,260000,울산,052-234-1539,129.4307958,35.5131921,서울한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
울산광역시 동구 동해안로 19 (서부동),93,한의원,1,20010910,1,,0,44011,0,0,260002,울산동구,260000,울산,052-252-3490,129.4256565,35.5412549,선린한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz
울산광역시 중구 명륜로 26 (우정동),93,한의원,1,19840914,1,,0,44534,0,0,260003,울산중구,260000,울산,052-243-4433,129.3093859,35.5544861,선재한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 울주군 언양읍 동문길 66 (동부리164번지),93,한의원,1,20130419,1,,0,44942,0,0,260100,울산울주군,260000,울산,052-254-3275,129.1244982,35.5654657,설한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz
울산광역시 중구 옥교3길 91 (학산동),93,한의원,1,19880720,1,,0,44522,0,0,260003,울산중구,260000,울산,052-297-6800,129.3313381,35.5535301,성남한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz
"울산광역시 동구 봉수로 290 B109호,B110호 (전하동, e편한세상단지내상가)",93,한의원,1,20130404,1,,0,44041,0,0,260002,울산동구,260000,울산,052-252-7975,129.4238721,35.5119744,성동한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz
울산광역시 울주군 언양읍 동문길 98 (),93,한의원,1,20060901,1,,0,44946,0,0,260100,울산울주군,260000,울산,052-264-1100,129.1245168,35.5633936,성심당한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz
울산광역시 중구 백양로 26 (성안동),93,한의원,1,20050429,1,,0,44425,0,0,260003,울산중구,260000,울산,052-246-4245,129.3090304,35.5748928,성안한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz
울산광역시 중구 종가6길 4-5 7층 (우정동),93,한의원,2,20210324,2,,0,44542,0,0,260003,울산중구,260000,울산,052-212-2992,,,세원한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 울주군 범서읍 천상3길 14 2층,93,한의원,1,20010830,1,,0,44928,0,0,260100,울산울주군,260000,울산,052-211-6077,129.2274763,35.5630121,세종한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz
울산광역시 남구 번영로144번길 17 1층 (달동),93,한의원,1,20040518,1,,0,44703,0,0,260001,울산남구,260000,울산,052-260-8875,129.3305587,35.5388834,세창한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjE0ODEjNTEjJDEjJDYjJDgz
울산광역시 남구 삼호로 143 (무거동),93,한의원,1,20050120,1,,0,44637,0,0,260001,울산남구,260000,울산,052-272-6247,129.2796882,35.5473234,소나무한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz
울산광역시 남구 월평로 45 (신정동),93,한의원,1,20050623,1,,0,44671,0,0,260001,울산남구,260000,울산,052-261-1075,129.3105754,35.5418718,솔나무한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQxMyQyNjE0ODEjNTEjJDEjJDYjJDgz
울산광역시 남구 삼호로 109 (무거동),93,한의원,1,19990713,1,,0,44636,0,0,260001,울산남구,260000,울산,052-277-1727,129.2762125,35.5486743,수암한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 남구 신복로 27 2층 (무거동),93,한의원,1,20050421,1,,0,44607,0,0,260001,울산남구,260000,울산,052-277-1007,129.2591468,35.5484474,수현한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz
"울산광역시 남구 대공원로 241 614, 617호 (신정동, 대공원코오롱파크폴리스)",93,한의원,1,20130702,1,,0,44667,0,0,260001,울산남구,260000,울산,052-261-1052,129.3073521,35.5309724,숲한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz
울산광역시 울주군 범서읍 구영로 100 202호 (구영프라자),93,한의원,1,20070914,1,,0,44924,0,0,260100,울산울주군,260000,울산,052-212-1075,129.2413892,35.5736369,승구한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz
울산광역시 울주군 언양읍 읍성로 143 2층,93,한의원,1,20200316,1,,0,44938,0,0,260100,울산울주군,260000,울산,052-293-3038,129.1236751,35.5702573,신라한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz
울산광역시 동구 진성14길 128 (전하동),93,한의원,1,20070502,1,,0,44043,0,0,260002,울산동구,260000,울산,052-236-8286,129.4263185,35.5114840,신통한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 동구 대학길 60 (화정동),93,한의원,1,19920518,1,,0,44074,0,0,260002,울산동구,260000,울산,052-252-4614,129.4209314,35.4986165,신한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz
"울산광역시 북구 신답로 40 312호 (상안동, 지팝프라자)",93,한의원,1,20070416,1,,0,44209,0,0,260004,울산북구,260000,울산,052-294-1275,129.3436065,35.6292814,신한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDgjJDgz
울산광역시 중구 번영로 585 2층 (남외동),93,한의원,1,20100331,0,,0,44493,0,1,260003,울산중구,260000,울산,282-1075,129.3457128,35.5693716,심한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz
울산광역시 울주군 언양읍 옛장터1길 9 (),93,한의원,2,20170206,2,,0,44946,0,0,260100,울산울주군,260000,울산,052-254-1328,129.1229163,35.5644735,심호당한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz
울산광역시 남구 문수로 348 1층 (옥동),93,한의원,1,20080305,1,http://www.arumedi.kr/,0,44662,0,0,260001,울산남구,260000,울산,052-256-2992,129.2914363,35.5346284,아름다운한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNzEjJDEjJDgjJDgz
울산광역시 북구 신답로 35 (상안동),93,한의원,1,20071012,1,,0,44209,0,0,260004,울산북구,260000,울산,052-282-0070,129.3444262,35.6287849,아이plus한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz
울산광역시 울주군 범서읍 구영로 78 302호 (서진프라자),93,한의원,1,20151012,1,,0,44924,0,0,260100,울산울주군,260000,울산,052-716-1075,129.2406403,35.5754446,아이맘한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
울산광역시 중구 번영로 337 (옥교동),93,한의원,1,19751007,1,,0,44531,0,0,260003,울산중구,260000,울산,052-211-0005,129.3245033,35.5557177,안국한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz
"울산광역시 북구 호계로 328 204호 (신천동, 코끼리타운)",93,한의원,1,20060317,1,,0,44224,0,0,260004,울산북구,260000,울산,052-291-1075,129.3505784,35.6324990,안민한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQxMyQyNjEyMjIjODEjJDEjJDYjJDgz
울산광역시 남구 수암로 58 2층 (신정동),93,한의원,1,20110602,1,,0,44741,0,0,260001,울산남구,260000,울산,052-266-1222,129.3142497,35.5306255,안철우한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNDEjJDEjJDQjJDgz
울산광역시 중구 평동길 1 (유곡동),93,한의원,1,20170104,1,,0,44466,0,0,260003,울산중구,260000,울산,052-282-8575,129.3064996,35.5567057,약손한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz
울산광역시 북구 호계2길 7 2층 202호 (호계동),93,한의원,1,20170123,1,없음,0,44229,0,0,260004,울산북구,260000,울산,052-296-1075,129.3554238,35.6228217,약손한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz
울산광역시 울주군 언양읍 헌양길 21 (언양읍),93,한의원,1,19990504,1,http://monaze.com/,0,44946,0,0,260100,울산울주군,260000,울산,052-263-0808,129.1261663,35.5643275,언양경희한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz
울산광역시 울주군 언양읍 동문길 65 (),93,한의원,1,20120412,1,,0,44941,0,0,260100,울산울주군,260000,울산,254-7585,129.1250377,35.5654061,언양백세한의원,JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz
